x,E,N,z
16.53713341,255087.0249,4208581.605,3765.155029
16.56652321,255087.0523,4208581.615,3765.151611
16.59591301,255087.0797,4208581.626,3765.152588
16.6253028,255087.1072,4208581.636,3765.153564
16.6546926,255087.1346,4208581.647,3765.150879
16.6840824,255087.162,4208581.657,3765.152832
16.7134722,255087.1895,4208581.668,3765.150635
16.74286199,255087.2169,4208581.678,3765.153076
16.77225179,255087.2443,4208581.689,3765.155518
16.80164159,255087.2718,4208581.7,3765.154297
16.83103138,255087.2992,4208581.71,3765.157471
16.86042118,255087.3266,4208581.721,3765.157227
16.88981098,255087.354,4208581.731,3765.161133
16.91920077,255087.3815,4208581.742,3765.165039
16.94859057,255087.4089,4208581.752,3765.165039
16.97798037,255087.4363,4208581.763,3765.169189
17.00737016,255087.4638,4208581.773,3765.173828
17.03675996,255087.4912,4208581.784,3765.173584
17.06614976,255087.5186,4208581.794,3765.177246
17.09553955,255087.5461,4208581.805,3765.175781
17.12492935,255087.5735,4208581.816,3765.178955
17.15431915,255087.6009,4208581.826,3765.181396
17.18370894,255087.6284,4208581.837,3765.179199
