x,E,N,z,base_h,base_z
13.60328311,255014.1194,4208454.727,3784.084229,34.94042994,3749.143799
13.63307018,255014.092,4208454.716,3784.086426,34.93089849,3749.155528
13.66285725,255014.0645,4208454.704,3784.086914,34.92136704,3749.165547
13.69264432,255014.037,4208454.693,3784.089355,34.91183558,3749.177519
13.72243138,255014.0096,4208454.681,3784.090088,34.90230413,3749.187784
13.75221845,255013.9821,4208454.669,3784.091064,34.89277268,3749.198291
13.78200552,255013.9547,4208454.658,3784.097656,34.88324123,3749.214415
13.81179259,255013.9272,4208454.646,3784.099121,34.87370977,3749.225411
13.84157966,255013.8998,4208454.635,3784.10791,34.86417832,3749.243732
13.87136673,255013.8723,4208454.623,3784.111572,34.85464687,3749.256925
13.90115379,255013.8449,4208454.612,3784.124023,34.84511542,3749.278908
13.93094086,255013.8174,4208454.6,3784.128174,34.83558397,3749.29259
13.96072793,255013.79,4208454.589,3784.132324,34.82605251,3749.306271
13.990515,255013.7625,4208454.577,3784.14624,34.81652106,3749.329719
14.02030207,255013.7351,4208454.565,3784.147705,34.80698961,3749.340715
14.05008913,255013.7076,4208454.554,3784.159424,34.79745816,3749.361966
14.0798762,255013.6802,4208454.542,3784.161621,34.7879267,3749.373694
14.10966327,255013.6527,4208454.531,3784.162354,34.77839525,3749.383959
14.13945034,255013.6253,4208454.519,3784.170166,34.7688638,3749.401302
14.16705208,255013.5978,4208454.516,3784.169189,34.76003162,3749.409157
14.19465382,255013.5703,4208454.514,3784.168945,34.75119944,3749.417746
14.22225556,255013.5429,4208454.511,3784.167969,34.74236726,3749.425602
14.2498573,255013.5154,4208454.508,3784.167725,34.73353509,3749.43419
14.27745904,255013.4879,4208454.505,3784.167725,34.72470291,3749.443022
14.30506077,255013.4605,4208454.503,3784.17334,34.71587073,3749.457469
14.33266251,255013.433,4208454.5,3784.17334,34.70703856,3749.466301
14.36026425,255013.4055,4208454.497,3784.172852,34.69820638,3749.474646
14.38786599,255013.3781,4208454.494,3784.172852,34.6893742,3749.483478
14.41546773,255013.3506,4208454.492,3784.173096,34.68054202,3749.492554
14.44306947,255013.3231,4208454.489,3784.17334,34.67170984,3749.50163
14.47067121,255013.2957,4208454.486,3784.173584,34.66287767,3749.510706
14.49827295,255013.2682,4208454.483,3784.174072,34.65404549,3749.520027
14.52587469,255013.2407,4208454.481,3784.175781,34.64521331,3749.530568
14.55347643,255013.2133,4208454.478,3784.176758,34.63638113,3749.540377
14.58107817,255013.1858,4208454.475,3784.18335,34.62754896,3749.555801
14.6086799,255013.1584,4208454.472,3784.185547,34.61871678,3749.56683
14.63628164,255013.1309,4208454.47,3784.188721,34.6098846,3749.578836
14.66388338,255013.1034,4208454.467,3784.193115,34.60105243,3749.592063
14.69148512,255013.076,4208454.464,3784.197998,34.59222025,3749.605778
14.71908686,255013.0485,4208454.461,3784.204102,34.58338807,3749.620714
14.7466886,255013.021,4208454.459,3784.210449,34.57455589,3749.635893
14.77429034,255012.9936,4208454.456,3784.216553,34.56572372,3749.650829
14.80189208,255012.9661,4208454.453,3784.2229,34.55689154,3749.666008
14.82949382,255012.9386,4208454.45,3784.230713,34.54805936,3749.682654
14.85709556,255012.9112,4208454.448,3784.243652,34.53922718,3749.704425
14.8846973,255012.8837,4208454.445,3784.248779,34.53039501,3749.718384
14.91229904,255012.8562,4208454.442,3784.254395,34.52156283,3749.732832
14.93990077,255012.8288,4208454.44,3784.259033,34.51273065,3749.746302
14.96750251,255012.8013,4208454.437,3784.262939,34.50389848,3749.759041
14.99510425,255012.7738,4208454.434,3784.266602,34.4950663,3749.771536
15.02270599,255012.7464,4208454.431,3784.271729,34.48623412,3749.785495
15.05030773,255012.7189,4208454.429,3784.275391,34.47740194,3749.797989
15.07790947,255012.6915,4208454.426,3784.279541,34.46856977,3749.810971
15.10551121,255012.664,4208454.423,3784.283691,34.45973759,3749.823953
15.13311295,255012.6365,4208454.42,3784.294922,34.45090541,3749.844017
15.16071469,255012.6091,4208454.418,3784.300293,34.44207323,3749.85822
15.18831643,255012.5816,4208454.415,3784.305908,34.43324105,3749.872667
15.21591817,255012.5541,4208454.412,3784.3125,34.42440888,3749.888091
15.24351991,255012.5267,4208454.409,3784.320313,34.4155767,3749.904736
15.27112164,255012.4992,4208454.407,3784.328369,34.40674452,3749.921624
15.29872338,255012.4717,4208454.404,3784.336914,34.39791235,3749.939002
15.32632512,255012.4443,4208454.401,3784.345459,34.38908017,3749.956379
15.35392686,255012.4168,4208454.398,3784.354736,34.38024799,3749.974488
15.3815286,255012.3893,4208454.396,3784.364014,34.37141581,3749.992598
15.40913034,255012.3619,4208454.393,3784.378906,34.36258364,3750.016322
15.43673208,255012.3344,4208454.39,3784.387451,34.35375146,3750.0337
15.46433382,255012.3069,4208454.387,3784.39502,34.34491928,3750.050101
15.49193556,255012.2795,4208454.385,3784.403076,34.3360871,3750.066989
15.5195373,255012.252,4208454.382,3784.4104,34.32725493,3750.083145
15.54713904,255012.2245,4208454.379,3784.418213,34.31842275,3750.09979
15.57474077,255012.1971,4208454.376,3784.424805,34.30959057,3750.115214
15.60234251,255012.1696,4208454.374,3784.432129,34.3007584,3750.131371
15.62994425,255012.1422,4208454.371,3784.439453,34.29192622,3750.147527
15.65754599,255012.1147,4208454.368,3784.446533,34.28309404,3750.163439
15.68514773,255012.0872,4208454.365,3784.458252,34.27426186,3750.18399
15.71274947,255012.0598,4208454.363,3784.465332,34.26542969,3750.199902
15.74035121,255012.0323,4208454.36,3784.472168,34.25659751,3750.21557
15.76795295,255012.0048,4208454.357,3784.47876,34.24776533,3750.230995
15.79555469,255011.9774,4208454.354,3784.486816,34.23893315,3750.247883
15.82315643,255011.9499,4208454.352,3784.494141,34.23010097,3750.26404
15.85075817,255011.9224,4208454.349,3784.499756,34.2212688,3750.278487
15.87835991,255011.895,4208454.346,3784.506836,34.21243662,3750.294399
15.90596164,255011.8675,4208454.343,3784.511475,34.20360445,3750.307871
15.93356338,255011.84,4208454.341,3784.517334,34.19477227,3750.322562
15.96116512,255011.8126,4208454.338,3784.526611,34.18594009,3750.340671
15.98876686,255011.7851,4208454.335,3784.531982,34.17710791,3750.354874
16.0163686,255011.7576,4208454.332,3784.536621,34.16827573,3750.368345
16.04397034,255011.7302,4208454.33,3784.540771,34.15944356,3750.381327
16.07157208,255011.7027,4208454.327,3784.544434,34.15061138,3750.393823
16.09917382,255011.6753,4208454.324,3784.548584,34.1417792,3750.406805
16.12677556,255011.6478,4208454.321,3784.552979,34.13294702,3750.420032
16.1543773,255011.6203,4208454.319,3784.556396,34.12411485,3750.432281
16.18197904,255011.5929,4208454.316,3784.560547,34.11528267,3750.445264
16.20958077,255011.5654,4208454.313,3784.564453,34.10645049,3750.458003
16.23718251,255011.5379,4208454.31,3784.571533,34.09761832,3750.473915
16.26478425,255011.5105,4208454.308,3784.575684,34.08878614,3750.486898
16.29238599,255011.483,4208454.305,3784.580322,34.07995396,3750.500368
16.31998773,255011.4555,4208454.302,3784.584717,34.07112178,3750.513595
16.34758947,255011.4281,4208454.299,3784.588623,34.06228961,3750.526333
16.37519121,255011.4006,4208454.297,3784.592529,34.05345743,3750.539072
16.40279295,255011.3731,4208454.294,3784.596436,34.04462525,3750.551811
16.43039469,255011.3457,4208454.291,3784.600098,34.03579307,3750.564305
16.45799643,255011.3182,4208454.288,3784.604248,34.0269609,3750.577287
16.48559817,255011.2907,4208454.286,3784.608643,34.01812872,3750.590514
16.51319991,255011.2633,4208454.283,3784.61792,34.00929654,3750.608623
16.54080164,255011.2358,4208454.28,3784.622559,34.00046437,3750.622095
16.56840338,255011.2084,4208454.277,3784.628174,33.99163219,3750.636542
16.59600512,255011.1809,4208454.275,3784.63501,33.98280001,3750.65221
16.62360686,255011.1534,4208454.272,3784.641602,33.97396783,3750.667634
16.6512086,255011.126,4208454.269,3784.648926,33.96513565,3750.68379
16.67881034,255011.0985,4208454.266,3784.65625,33.95630348,3750.699947
16.70641208,255011.071,4208454.264,3784.66333,33.94641594,3750.716914
16.73401382,255011.0436,4208454.261,3784.67041,33.93628402,3750.734126
16.76161556,255011.0161,4208454.258,3784.67749,33.92615211,3750.751338
16.7892173,255010.9886,4208454.255,3784.693604,33.91602019,3750.777584
16.81681904,255010.9612,4208454.253,3784.69873,33.90588828,3750.792842
16.84442078,255010.9337,4208454.25,3784.706055,33.89575636,3750.810299
16.87202251,255010.9062,4208454.247,3784.710938,33.88562445,3750.825314
16.89962425,255010.8788,4208454.245,3784.716797,33.87549254,3750.841304
16.92722599,255010.8513,4208454.242,3784.721924,33.86536062,3750.856563
16.95482773,255010.8238,4208454.239,3784.727295,33.85522871,3750.872066
16.98242947,255010.7964,4208454.236,3784.731201,33.84509679,3750.886104
17.01003121,255010.7689,4208454.234,3784.734863,33.83496487,3750.899898
17.03763295,255010.7415,4208454.231,3784.739258,33.82483296,3750.914425
17.06523469,255010.714,4208454.228,3784.749756,33.81470104,3750.935055
17.09283643,255010.6865,4208454.225,3784.75293,33.80456913,3750.948361
17.12043817,255010.6591,4208454.223,3784.755615,33.79443721,3750.961178
17.14803991,255010.6316,4208454.22,3784.758057,33.7843053,3750.973752
17.17564164,255010.6041,4208454.217,3784.760498,33.77417339,3750.986325
17.20324338,255010.5767,4208454.214,3784.762451,33.76404147,3750.99841
17.23084512,255010.5492,4208454.212,3784.764893,33.75390956,3751.010983
17.25844686,255010.5217,4208454.209,3784.76709,33.74377764,3751.023312
17.2860486,255010.4943,4208454.206,3784.769043,33.73364573,3751.035397
17.31365034,255010.4668,4208454.203,3784.77124,33.72351381,3751.047726
17.34125208,255010.4393,4208454.201,3784.7771,33.7133819,3751.063718
17.36885382,255010.4119,4208454.198,3784.777832,33.70324998,3751.074582
17.39645556,255010.3844,4208454.195,3784.779297,33.69311807,3751.086179
17.4240573,255010.3569,4208454.192,3784.779541,33.68298615,3751.096555
17.45165904,255010.3295,4208454.19,3784.779297,33.67285424,3751.106443
17.47926078,255010.302,4208454.187,3784.778564,33.66272232,3751.115842
17.50686251,255010.2746,4208454.184,3784.777588,33.65259041,3751.124998
17.53446425,255010.2471,4208454.181,3784.7771,33.64245849,3751.134642
17.56206599,255010.2196,4208454.179,3784.775879,33.63232658,3751.143552
17.58966773,255010.1922,4208454.176,3784.77417,33.62219466,3751.151975
17.61726947,255010.1647,4208454.173,3784.774658,33.61206275,3751.162595
17.64487121,255010.1372,4208454.17,3784.773438,33.60193083,3751.171507
17.67247295,255010.1098,4208454.168,3784.771973,33.59179892,3751.180174
17.70007469,255010.0823,4208454.165,3784.769531,33.581667,3751.187864
17.72767643,255010.0548,4208454.162,3784.766846,33.57153509,3751.195311
17.75527817,255010.0274,4208454.159,3784.764648,33.56140317,3751.203245
17.78287991,255009.9999,4208454.157,3784.760986,33.55127126,3751.209715
17.81048165,255009.9724,4208454.154,3784.757813,33.54113934,3751.216674
17.83808338,255009.945,4208454.151,3784.75293,33.53100743,3751.221923
17.86568512,255009.9175,4208454.148,3784.748047,33.52087552,3751.227171
17.89328686,255009.89,4208454.146,3784.744141,33.5107436,3751.233397
17.9208886,255009.8626,4208454.143,3784.739014,33.50061169,3751.238402
17.94849034,255009.8351,4208454.14,3784.732422,33.49047977,3751.241942
17.97609208,255009.8077,4208454.137,3784.727295,33.48034786,3751.246947
18.00369382,255009.7802,4208454.135,3784.722656,33.47021594,3751.25244
18.03129556,255009.7527,4208454.132,3784.717041,33.46008403,3751.256957
18.0588973,255009.7253,4208454.129,3784.711426,33.44995211,3751.261474
18.08649904,255009.6978,4208454.126,3784.704346,33.4398202,3751.264526
18.11410078,255009.6703,4208454.124,3784.698486,33.42968828,3751.268798
18.14170251,255009.6429,4208454.121,3784.691406,33.41955637,3751.27185
18.16930425,255009.6154,4208454.118,3784.684082,33.40942445,3751.274658
18.19690599,255009.5879,4208454.115,3784.675537,33.39929254,3751.276244
18.22450773,255009.5605,4208454.113,3784.665771,33.38916062,3751.27661
18.25210947,255009.533,4208454.11,3784.656982,33.37902871,3751.277953
18.27971121,255009.5055,4208454.107,3784.647217,33.36889679,3751.27832
18.30731295,255009.4781,4208454.104,3784.63916,33.35876488,3751.280395
18.33491469,255009.4506,4208454.102,3784.633057,33.34863296,3751.284424
18.36251643,255009.4231,4208454.099,3784.626221,33.33850105,3751.28772
18.39011817,255009.3957,4208454.096,3784.620361,33.32836913,3751.291992
18.41771991,255009.3682,4208454.093,3784.615234,33.31823722,3751.296997
18.44532165,255009.3408,4208454.091,3784.611572,33.3081053,3751.303467
18.47292338,255009.3133,4208454.088,3784.605957,33.29797339,3751.307984
18.50052512,255009.2858,4208454.085,3784.599365,33.28784148,3751.311524
18.52812686,255009.2584,4208454.082,3784.593262,33.27770956,3751.315552
18.5557286,255009.2309,4208454.08,3784.587402,33.26757765,3751.319824
18.58333034,255009.2034,4208454.077,3784.580811,33.25744573,3751.323365
18.61093208,255009.176,4208454.074,3784.573975,33.24731382,3751.326661
18.63853382,255009.1485,4208454.071,3784.567627,33.2371819,3751.330445
18.66613556,255009.121,4208454.069,3784.560791,33.22704999,3751.333741
18.6937373,255009.0936,4208454.066,3784.554688,33.21691807,3751.33777
18.72133904,255009.0661,4208454.063,3784.550293,33.20678616,3751.343507
18.74894078,255009.0386,4208454.06,3784.543701,33.19665424,3751.347047
18.77654251,255009.0112,4208454.058,3784.539063,33.18652233,3751.352541
18.80414425,255008.9837,4208454.055,3784.533936,33.17639041,3751.357546
18.83174599,255008.9562,4208454.052,3784.528564,33.1662585,3751.362306
18.85934773,255008.9288,4208454.05,3784.522461,33.15612658,3751.366334
18.88694947,255008.9013,4208454.047,3784.514893,33.14599467,3751.368898
18.91455121,255008.8738,4208454.044,3784.507568,33.13586275,3751.371705
18.94215295,255008.8464,4208454.041,3784.497803,33.12573084,3751.372072
18.96975469,255008.8189,4208454.039,3784.487793,33.11559892,3751.372194
18.99735643,255008.7915,4208454.036,3784.478027,33.10546701,3751.37256
19.02495817,255008.764,4208454.033,3784.467041,33.09533509,3751.371706
19.05255991,255008.7365,4208454.03,3784.456055,33.08520318,3751.370852
19.08016165,255008.7091,4208454.028,3784.445068,33.07507126,3751.369997
19.10776338,255008.6816,4208454.025,3784.436279,33.06493935,3751.37134
19.13536512,255008.6541,4208454.022,3784.427246,33.05480744,3751.372439
19.16296686,255008.6267,4208454.019,3784.419922,33.04467552,3751.375246
19.1905686,255008.5992,4208454.017,3784.412598,33.03454361,3751.378054
19.21817034,255008.5717,4208454.014,3784.406006,33.02441169,3751.381594
19.24577208,255008.5443,4208454.011,3784.399658,33.01427978,3751.385378
19.27337382,255008.5168,4208454.008,3784.392334,33.00414786,3751.388186
19.30097556,255008.4893,4208454.006,3784.386963,32.99401595,3751.392947
19.3285773,255008.4619,4208454.003,3784.381104,32.98388403,3751.39722
19.35617904,255008.4344,4208454,3784.375,32.97375211,3751.401248
19.38378078,255008.4069,4208453.997,3784.369385,32.9636202,3751.405765
19.41138252,255008.3795,4208453.995,3784.36377,32.95348828,3751.410282
19.43898425,255008.352,4208453.992,3784.358154,32.94335637,3751.414798
19.46658599,255008.3246,4208453.989,3784.352539,32.93322446,3751.419315
19.49418773,255008.2971,4208453.986,3784.348877,32.92309254,3751.425784
19.52178947,255008.2696,4208453.984,3784.344238,32.91296063,3751.431277
19.54939121,255008.2422,4208453.981,3784.339844,32.90282871,3751.437015
19.57699295,255008.2147,4208453.978,3784.335938,32.8926968,3751.443241
19.60459469,255008.1872,4208453.975,3784.333496,32.88256488,3751.450931
19.63219643,255008.1598,4208453.973,3784.331055,32.87243297,3751.458622
19.65979817,255008.1323,4208453.97,3784.329346,32.86230105,3751.467045
19.68739991,255008.1048,4208453.967,3784.327637,32.85216914,3751.475468
19.71500165,255008.0774,4208453.964,3784.326172,32.84203722,3751.484135
19.74260338,255008.0499,4208453.962,3784.324219,32.83190531,3751.492314
19.77020512,255008.0224,4208453.959,3784.32251,32.8217734,3751.500737
19.79780686,255007.995,4208453.956,3784.321289,32.81164148,3751.509648
19.8254086,255007.9675,4208453.953,3784.317871,32.80150957,3751.516361
19.85301034,255007.94,4208453.951,3784.316406,32.79137765,3751.525028
19.88061208,255007.9126,4208453.948,3784.314697,32.78124573,3751.533451
19.90821382,255007.8851,4208453.945,3784.313232,32.77111382,3751.542118
19.93581556,255007.8577,4208453.942,3784.311768,32.7609819,3751.550786
19.9634173,255007.8302,4208453.94,3784.310059,32.75084999,3751.559209
19.99101904,255007.8027,4208453.937,3784.308105,32.74071807,3751.567387
20.01862078,255007.7753,4208453.934,3784.306396,32.73058616,3751.57581
20.04622252,255007.7478,4208453.931,3784.304443,32.72045424,3751.583989
20.07382425,255007.7203,4208453.929,3784.302734,32.71032233,3751.592412
20.10142599,255007.6929,4208453.926,3784.29834,32.70019042,3751.59815
20.12902773,255007.6654,4208453.923,3784.296387,32.6900585,3751.606328
20.15662947,255007.6379,4208453.92,3784.294434,32.67992659,3751.614507
20.18423121,255007.6105,4208453.918,3784.291992,32.66979467,3751.622197
20.21183295,255007.583,4208453.915,3784.290039,32.65966276,3751.630376
20.23943469,255007.5555,4208453.912,3784.288086,32.64953084,3751.638555
20.26703643,255007.5281,4208453.909,3784.287354,32.63939893,3751.647955
20.29463817,255007.5006,4208453.907,3784.286865,32.62926701,3751.657598
20.32223991,255007.4731,4208453.904,3784.286377,32.6191351,3751.667242
20.34984165,255007.4457,4208453.901,3784.286133,32.60900318,3751.67713
20.37744339,255007.4182,4208453.898,3784.2854,32.59887127,3751.686529
20.40504512,255007.3908,4208453.896,3784.2854,32.58873935,3751.696661
20.43264686,255007.3633,4208453.893,3784.2854,32.57860744,3751.706793
20.4602486,255007.3358,4208453.89,3784.285645,32.56847552,3751.717169
20.48785034,255007.3084,4208453.887,3784.285645,32.55834361,3751.727301
20.51545208,255007.2809,4208453.885,3784.286133,32.54821169,3751.737921
20.54305382,255007.2534,4208453.882,3784.286133,32.53807978,3751.748053
20.57065556,255007.226,4208453.879,3784.286621,32.52794786,3751.758673
20.5982573,255007.1985,4208453.876,3784.287354,32.51781595,3751.769538
20.62585904,255007.171,4208453.874,3784.287842,32.50768403,3751.780158
20.65346078,255007.1436,4208453.871,3784.289551,32.49755212,3751.791999
20.68106252,255007.1161,4208453.868,3784.290771,32.4874202,3751.803351
20.70866425,255007.0886,4208453.865,3784.291992,32.47728829,3751.814704
20.73626599,255007.0612,4208453.863,3784.294922,32.46715638,3751.827766
20.76386773,255007.0337,4208453.86,3784.297852,32.45702446,3751.840828
